,inputs,targets,predictions
6108,raamayanam,ராமாயணம்,இராமாயணம்
6109,ramayanam,ராமாயணம்,இராமாயணம்
6110,ring,ரிங்க்,ரிங்
6111,ringk,ரிங்க்,ரிங்க்
6112,rink,ரிங்க்,ரிங்
6113,rings,ரிங்ஸ்,ரிங்ஸ்
6114,reserve,ரிசர்வ்,ரிசீர்வே
6115,risarv,ரிசர்வ்,ரிச்சர்ட்
6116,reeshi,ரிஷி,ரீசி
6117,reesi,ரிஷி,ரேசி
6118,reesii,ரிஷி,ரேசி
6119,reshii,ரிஷி,ரேசி
6120,resii,ரிஷி,ரேசி
6121,riishi,ரிஷி,ரிசி
6122,riisi,ரிஷி,ரிசி
6123,riisii,ரிஷி,ரிசி
6124,rishi,ரிஷி,ரிசி
6125,rishii,ரிஷி,ரிசி
6126,risi,ரிஷி,ரிசி
6127,risii,ரிஷி,ரிசி
6128,rishigal,ரிஷிகள்,ரிச்சில்
6129,rishikal,ரிஷிகள்,ரிச்செல்
6130,reethiyilum,ரீதியிலும்,ரீதியிலும்
6131,reethiyil,ரீதியில்,ரீதியில்
6132,roopavaahini,ரூபவாஹினி,உருவாதமி
6133,roopavahini,ரூபவாஹினி,உருவாதனி
6134,rupavahini,ரூபவாஹினி,உருவானை
6135,rupavauhini,ரூபவாஹினி,ருபாவையும்
6136,racklaa,ரேக்ளா,ராக்கிாா
6137,raeklaa,ரேக்ளா,ரேக்லா
6138,rekla,ரேக்ளா,ரெக்லா
6139,raench,ரேஞ்ச்,ரேன்ஸ்
6140,raenjch,ரேஞ்ச்,ரெண்ச்
6141,radaar,ரேடார்,ராதார்
6142,radar,ரேடார்,ராதர்
6143,radarr,ரேடார்,ராதர்
6144,raedaar,ரேடார்,ராதர்
6145,redar,ரேடார்,ராதர்
6146,reedar,ரேடார்,ரீட்டர்
6147,raendam,ரேண்டம்,ரீன்வர்
6148,raentam,ரேண்டம்,ரீன்வர்
6149,random,ரேண்டம்,ரண்டம்
6150,rendaam,ரேண்டம்,ரெனாட்
6151,raaend,ரேண்ட்,ராஜில்
6152,raand,ரேண்ட்,ராண்ட்
6153,rand,ரேண்ட்,ராண்ட்
6154,reend,ரேண்ட்,ரென்ட்
6155,rend,ரேண்ட்,ராண்ட்
6156,roadu,ரோடு,ராட்டோ
6157,roam,ரோம்,ரோம்
6158,rome,ரோம்,ராம்
6159,roavar,ரோவர்,ரோவர்
6160,roaver,ரோவர்,ரோவர்
6161,roawer,ரோவர்,ரோவர்
6162,rooaver,ரோவர்,ரோவர்
6163,roovar,ரோவர்,ரூவர்
6164,roover,ரோவர்,ரூவர்
6165,roower,ரோவர்,ரூவர்
6166,rovar,ரோவர்,ராவர்
6167,rover,ரோவர்,ராவர்
6168,rowar,ரோவர்,ராவர்
6169,rower,ரோவர்,ராவர்
6170,lachith,லசித்,லச்சி
6171,lacith,லசித்,லாசித்
6172,lasith,லசித்,லச்சி
6173,latchanam,லட்சணம்,லட்சனம்
6174,lakchhami,லட்சுமி,இலக்சமி
6175,lakshmee,லட்சுமி,டிஸ்கேம்
6176,lakshmi,லட்சுமி,லச்சிம்
6177,laksmee,லட்சுமி,டிச்சம்
6178,laksmii,லட்சுமி,லக்சினி
6179,laqchhami,லட்சுமி,லச்சமி
6180,laqsmee,லட்சுமி,லாக்சிம்
6181,laqsmi,லட்சுமி,லாக்சிம்
6182,lakshimiyin,லட்சுமியின்,இலச்சினியின்
6183,lakshumiyin,லட்சுமியின்,லக்சுனியை
6184,latchumiyin,லட்சுமியின்,ட்ணாச்சினி
6185,latsumiyin,லட்சுமியின்,ட்லாஜ்சினி
6186,laddu,லட்டு,லட்
6187,lattu,லட்டு,லாட்டு
6188,landanil,லண்டனில்,நல்லாநில்
6189,londonil,லண்டனில்,லான்லூன்
6190,laththeen,லத்தீன்,லத்தியன்
6191,latiin,லத்தீன்,டில்லின்
6192,latiina,லத்தீன்,டில்லாயம்
6193,latin,லத்தீன்,லாடன்
6194,lattiin,லத்தீன்,லாட்டின்
6195,letan,லத்தீன்,லெடன்
6196,leten,லத்தீன்,லெட்னி
6197,letiin,லத்தீன்,லேடியன்
6198,letin,லத்தீன்,லெட்னி
6199,lalithaa,லலிதா,லலிதா
6200,laagic,லாஜிக்,லாக்கி
6201,laajic,லாஜிக்,லாஜீக்
6202,logic,லாஜிக்,லோக்கி
6203,laabaththai,லாபத்தை,இலாபத்தை
6204,laapaththai,லாபத்தை,இலாபத்தை
6205,linda,லிண்டா,லிண்ட்
6206,lindaa,லிண்டா,லிண்டா
6207,linaks,லினக்ஸ்,லின்சை
6208,linux,லினக்ஸ்,லிங்கி
6209,livarpool,லிவர்பூல்,லிவார்பூல்
6210,livarpuul,லிவர்பூல்,லிவார்புள்
6211,liverpool,லிவர்பூல்,லின்டோர்ட்
6212,liverpul,லிவர்பூல்,லிவிர்பல்
6213,liwerpool,லிவர்பூல்,லின்டோர்ட்
6214,leaguein,லீக்கின்,லெகோனி
6215,leakin,லீக்கின்,லேக்னி
6216,leakkin,லீக்கின்,லேக்கின்
6217,leekin,லீக்கின்,லிசின்
6218,loodhana,லூதியானா,லூதனா
6219,loodhiaanaa,லூதியானா,லூதியான
6220,loodhiana,லூதியானா,லூதியானா
6221,ludhana,லூதியானா,லூதனா
6222,ludheeana,லூதியானா,லூதியன்
6223,ludheena,லூதியானா,லூதியன்
6224,ludhiaanaa,லூதியானா,லூதியான
6225,ludhiana,லூதியானா,லூதியானா
6226,ludhiiana,லூதியானா,துழியான
6227,luudheeana,லூதியானா,லூதியான்
6228,luudhiana,லூதியானா,லூதியானா
6229,luutiyana,லூதியானா,லூடியானா
6230,lakshmi,லெட்சுமி,லச்சிம்
6231,letchumi,லெட்சுமி,டிச்சினை
6232,letshumi,லெட்சுமி,டிஸ்லாம்
6233,laechana,லேசான,லேசனா
6234,laesaana,லேசான,லேசனா
6235,laenaa,லேனா,லெனா
6236,laneaa,லேனா,லாணா
6237,loagiyaa,லோகியா,லூசியா
6238,loakiyaa,லோகியா,லூசியா
6239,vaguththa,வகுத்த,வகுத்த
6240,vakuththa,வகுத்த,வகுத்த
6241,vaguththadhu,வகுத்தது,வகுத்தது
6242,vaguththathu,வகுத்தது,வகுதத்து
6243,vakuththathu,வகுத்தது,வகுத்தது
6244,vaguththal,வகுத்தல்,வகுத்தல்
6245,vakuththal,வகுத்தல்,வகுத்தல்
6246,vaguththaar,வகுத்தார்,வகுத்தார்
6247,vakuththaar,வகுத்தார்,வகுத்தார்
6248,vaguththaal,வகுத்தால்,வகுத்தால்
6249,vakuththaal,வகுத்தால்,வகுத்தால்
6250,vakkeel,வக்கீல்,வாக்கெல்
6251,vangadhaesaththin,வங்கதேசத்தின்,வங்கதேசத்தின்
6252,vangathaesaththin,வங்கதேசத்தின்,வங்கதேசத்தின்
6253,vangkadhaesaththin,வங்கதேசத்தின்,வங்கதேசத்தின்
6254,vangadhaesam,வங்கதேசம்,வங்கதாசிம்
6255,vangathaesam,வங்கதேசம்,வங்கதாசிம்
6256,vangkadhaesam,வங்கதேசம்,வங்கதேசம்
6257,vasiththanar,வசித்தனர்,வசித்தனர்
6258,vanchi,வஞ்சி,வான்சி
6259,vanji,வஞ்சி,வான்சி
6260,vansi,வஞ்சி,வான்சி
6261,vadanaattil,வடநாட்டில்,வடநாட்டில்
6262,vadapuram,வடபுறம்,வடபுரம்
6263,vadamaerkil,வடமேற்கில்,வடமேற்கில்
6264,vatamaerkil,வடமேற்கில்,வடமேர்கிற்
6265,vadikaal,வடிகால்,வடிகால்
6266,vadikal,வடிகால்,வடிகல்
6267,vadikkappatta,வடிக்கப்பட்ட,வடிக்கப்பட்ட
6268,vadikkappattathu,வடிக்கப்பட்ட,வடிக்கப்பட்டது
6269,vattiyai,வட்டியை,வட்டியை
6270,vanigarkalin,வணிகர்களின்,வணிக்கரலின்
6271,vanikarkalin,வணிகர்களின்,வணிகர்களின்
6272,vanigarkalum,வணிகர்களும்,வணிக்கரிறக்
6273,vanikarkalum,வணிகர்களும்,வணிக்கரிறக்
6274,vanigargal,வணிகர்கள்,வணிக்கர்கள்
6275,vanigarkal,வணிகர்கள்,வணிக்கர்கள்
6276,vanikarkal,வணிகர்கள்,வணிக்கர்கள்
6277,vadham,வதம்,வதம்
6278,vatham,வதம்,வதம்
6279,wadham,வதம்,வதம்
6280,watham,வதம்,வதம்
6281,vandhanar,வந்தனர்,வந்தனர்
6282,vanthanar,வந்தனர்,வந்தனர்
6283,vanththanar,வந்தனர்,வந்தனர்
6284,vanthiyathevan,வந்தியத்தேவன்,வந்தியத்தையும்
6285,vanthiyaththaevan,வந்தியத்தேவன்,வந்தியத்தையான
6286,vanthiyaththevan,வந்தியத்தேவன்,வந்தியத்தைந்த
6287,vanpunarvu,வன்புணர்வு,வண்புணர்வு
6288,vamsaththil,வம்சத்தில்,வாஷ்டி
6289,vamsaththai,வம்சத்தை,வம்சத்தை
6290,vayathin,வயதின்,வயதின்
6291,varadhan,வரதன்,வரத்தன்
6292,varathan,வரதன்,வரத்தான்
6293,varadham,வரதம்,வரதம்
6294,varatham,வரதம்,வரதம்
6295,varappoagum,வரப்போகும்,வரப்போகும்
6296,varappoakum,வரப்போகும்,வரப்போகும்
6297,varalaam,வரலாம்,வரலாம்
6298,varalaattruch,வரலாற்றுச்,வரலாற்றை
6299,varalaattruth,வரலாற்றுத்,வரலாற்றுத்
6300,varavaal,வரவால்,வரவால்
6301,varavirukkum,வரவிருக்கும்,வரவிருக்கும்
6302,varaaga,வராக,வராக
6303,varaaka,வராக,வராக
6304,varaga,வராக,வரக
6305,vari,வரி,வாரி
6306,varigalai,வரிகளை,வரிகளை
6307,varikalai,வரிகளை,வரிகளை
6308,varigal,வரிகள்,வரிகள்
6309,varikal,வரிகள்,வரிகள்
6310,variyil,வரியில்,வரியில்
6311,variyai,வரியை,வரியை
6312,varudi,வருடி,வார்பிக்
6313,varuvaai,வருவாய்,வருவை
6314,varuvaay,வருவாய்,வருவாய்
6315,varuvaaith,வருவாய்த்,வருவதி
6316,varuvaayth,வருவாய்த்,வருவதி
6317,varuvaith,வருவாய்த்,வருவைத்
6318,vruvaayth,வருவாய்த்,விருவாதி
6319,varaikooda,வரைகூட,வரையக்கோடு
6320,varaikoodaa,வரைகூட,வரையாகப்
6321,valasai,வலசை,வாலசை
6322,valimaiyaana,வலிமையான,வழிமையான
6323,vallarasu,வல்லரசு,வளராச்சு
6324,valaththaiyum,வளத்தையும்,வளத்தையும்
6325,valaigutaa,வளைகுடா,வழைக்கோட
6326,valaikudaa,வளைகுடா,வழைக்கோட
6327,valaikutaa,வளைகுடா,வழைக்கோட
6328,valaigutaavil,வளைகுடாவில்,வலைக்கோட்டை
6329,valaikudaavil,வளைகுடாவில்,வலைக்கோட்டை
6330,valaikutaavil,வளைகுடாவில்,வலைக்கோட்டை
6331,valakku,வழக்கு,வழக்கு
6332,vazhakku,வழக்கு,வழக்கு
6333,vicarikka,வழக்கு,விசற்கிக்
6334,visaarikka,வழக்கு,விசாரிக்க
6335,visarikka,வழக்கு,விசறிக்க
6336,valakkugalil,வழக்குகளில்,வழக்குகளில்
6337,valakkukalil,வழக்குகளில்,வழக்குகளில்
6338,vazhakkukalil,வழக்குகளில்,வழக்குகளில்
6339,valakkugalukku,வழக்குகளுக்கு,வழக்குகளுக்கு
6340,valakkukalukku,வழக்குகளுக்கு,வழக்குகளுக்கு
6341,vazhakkukalukku,வழக்குகளுக்கு,வழக்குகளுக்கு
6342,valakkugalum,வழக்குகளும்,வழக்குகளும்
6343,valakkukalum,வழக்குகளும்,வழக்குகளும்
6344,vazhakkukalum,வழக்குகளும்,வழக்குகளும்
6345,valakkugalaiyum,வழக்குகளையும்,வழக்குகளையும்
6346,valakkukalaiyum,வழக்குகளையும்,வழக்குகளையும்
6347,vazhakkukalaiyum,வழக்குகளையும்,வழக்குகளையும்
6348,valakkup,வழக்குப்,வழக்குப்
6349,vazhakkup,வழக்குப்,வழக்குப்
6350,valakkurai,வழக்குரை,வழக்குறை
6351,vazhakkurai,வழக்குரை,வழக்குறை
6352,valangappadaamal,வழங்கப்படாமல்,வழங்கப்படாமல்
6353,vazhangappadaamal,வழங்கப்படாமல்,வழங்கப்படாமல்
6354,vazhanggappadaamal,வழங்கப்படாமல்,வழங்கப்படாமல்
6355,valangappaduvathu,வழங்கப்படுவது,வழங்கப்படுவது
6356,valangkappaduvathu,வழங்கப்படுவது,வழங்கப்படுவது
6357,vazhanggappaduvathu,வழங்கப்படுவது,வழங்கப்படுவது
6358,vazhangkappaduvathu,வழங்கப்படுவது,வழங்கப்படுவது
6359,valangal,வழங்கள்,வழங்கள்
6360,valangkal,வழங்கள்,வழங்கள்
6361,vazhangkal,வழங்கள்,வழங்கள்
6362,valangkunar,வழங்குநர்,வழங்குமன்
6363,valankunar,வழங்குநர்,வழங்குரம்
6364,vazhanggunar,வழங்குநர்,வழங்குனர்
6365,vazhangkunar,வழங்குநர்,வழங்குமன்
6366,vazhankunar,வழங்குநர்,வழங்குரம்
6367,valangkuvathutan,வழங்குவதுடன்,வழங்குவதுடன்
6368,valanguvathudan,வழங்குவதுடன்,வழங்குவதுடன்
6369,vazhangkuvathudan,வழங்குவதுடன்,வழங்குவதுடன்
6370,vazhanguvathudan,வழங்குவதுடன்,வழங்குவதுடன்
6371,valangkuvathai,வழங்குவதை,வழங்குவதை
6372,valanguvathai,வழங்குவதை,வழங்குவதை
6373,vazhangkuvathai,வழங்குவதை,வழங்குவதை
6374,vazhanguvathai,வழங்குவதை,வழங்குவதை
6375,valigaattu,வழிகாட்டு,வழிகாட்டு
6376,valikaattu,வழிகாட்டு,வழிகாட்டு
6377,vazhigaattu,வழிகாட்டு,வழிகாட்டு
6378,vazhikaattu,வழிகாட்டு,வழிகாட்டு
6379,valikaattum,வழிகாட்டும்,வழிகாட்டும்
6380,vazhigaattum,வழிகாட்டும்,வழிகாட்டும்
6381,vazhikaattum,வழிகாட்டும்,வழிகாட்டும்
6382,valiththoanral,வழித்தோன்றல்,வழித்தொணர்ல்
6383,vazhiththoantral,வழித்தோன்றல்,வெளித்தொண்டார்
6384,valiththoanralkal,வழித்தோன்றல்கள்,வலித்தொணர்கள்
6385,vazhithoantralgal,வழித்தோன்றல்கள்,வழிதோர்ந்தல்கள்
6386,vazhiththoantralgal,வழித்தோன்றல்கள்,வழித்தொண்டேலுக்கேற்
6387,valinadaththi,வழிநடத்தி,வழிநாத்திட்ட
6388,vazhinadaththi,வழிநடத்தி,வழிநாத்திட்ட
6389,valinadaththinaar,வழிநடத்தினார்,வழிவரத்தினால்
6390,vazhinadaththinaar,வழிநடத்தினார்,வழிநாட்டினார்
6391,valinadaththum,வழிநடத்தும்,வழிநாட்டுக்
6392,vazhinadaththum,வழிநடத்தும்,வழிநாட்டுக்
6393,valukku,வழுக்கு,வழுகு
6394,vazhukku,வழுக்கு,வழுகு
6395,vavuniya,வவுனியா,வாஜுவிய
6396,vavuniyaa,வவுனியா,வாஜுவியம்
6397,vaagananggalin,வாகனங்களின்,வாகங்களன்
6398,vaaganangkalin,வாகனங்களின்,வாகங்களன்
6399,vaakanangkalin,வாகனங்களின்,வாகங்களன்
6400,vaagananggalukku,வாகனங்களுக்கு,வாகங்களுக்கும்
6401,vaaganangkalukku,வாகனங்களுக்கு,வாகங்களுக்கும்
6402,vaakanangkalukku,வாகனங்களுக்கு,வாகங்களுக்கும்
6403,vaaganagkalaik,வாகனங்களைக்,வாகங்களைக்க
6404,vaagananggalaik,வாகனங்களைக்,வாங்களங்கிக்க
6405,vaakanangkalaik,வாகனங்களைக்,வாங்கலங்கிய
6406,vaagananggalaiyum,வாகனங்களையும்,வாகங்களிக்குவேன்
6407,vaaganangkalaiyum,வாகனங்களையும்,வாகங்களிக்குவேன்
6408,vaakanangkalaiyum,வாகனங்களையும்,வாகங்களிக்குவை
6409,vaaganaththai,வாகனத்தை,வாகநாதித
6410,vaakanaththai,வாகனத்தை,வாகநாதித
6411,vaaganamaaga,வாகனமாக,வாகனமாக
6412,vaaganamaga,வாகனமாக,வாகனமாக
6413,vaaganamaka,வாகனமாக,வாகனமாக
6414,vaakanamaaka,வாகனமாக,வாகணமாக
6415,vaakanamaga,வாகனமாக,வாவமிறக்க
6416,vaakanamaka,வாகனமாக,வாகனமாக
6417,vaaganam,வாகனம்,வாகனம்
6418,vaakanam,வாகனம்,வாகனம்
6419,paesalaam,வாங்க,பேசலாம்
6420,pecalam,வாங்க,பேசவர்
6421,pesalaam,வாங்க,பேசலாம்
6422,vaangappadum,வாங்கப்படும்,வாங்கப்படும்
6423,vaanggappadum,வாங்கப்படும்,வாங்கப்படும்
6424,vaangkappadum,வாங்கப்படும்,வாங்கப்படும்
6425,vaangappattu,வாங்கப்பட்டு,வாங்கப்பட்டு
6426,vaanggappattu,வாங்கப்பட்டு,வாங்கப்பட்டு
6427,vaangkappattu,வாங்கப்பட்டு,வாங்கப்பட்டு
6428,vaangavum,வாங்கவும்,வாங்கவும்
6429,vaanggavum,வாங்கவும்,வாங்கவும்
6430,vaangguthal,வாங்குதல்,வாங்குதல்
6431,vaangkuthal,வாங்குதல்,வாங்குதல்
6432,boadhum,வாங்கும்,போதும்
6433,poadhum,வாங்கும்,போதும்
6434,poathum,வாங்கும்,போதும்
6435,vaanggum,வாங்கும்,வாங்கும்
6436,vaangkum,வாங்கும்,வாங்கும்
6437,vaangum,வாங்கும்,வாங்கும்
6438,vaasippathil,வாசிப்பதில்,வாசிப்பதில்
6439,vaasippathu,வாசிப்பது,வாசிப்பது
6440,vaasippavar,வாசிப்பவர்,வாசிப்பவர்
6441,vaadiya,வாடிய,வாடிய
6442,vaater,வாட்டர்,வாடர்
6443,vatar,வாட்டர்,வடர்
6444,vater,வாட்டர்,வேடர்
6445,vaterr,வாட்டர்,வேடர்
6446,veter,வாட்டர்,வேடர்
6447,vouter,வாட்டர்,வாட்டர்
6448,waatar,வாட்டர்,வாதர்
6449,waater,வாட்டர்,வாடர்
6450,waeter,வாட்டர்,வேடர்
6451,watar,வாட்டர்,வாதர்
6452,watarr,வாட்டர்,வாற்ற
6453,water,வாட்டர்,வேடர்
6454,waterr,வாட்டர்,வேடர்
6455,weter,வாட்டர்,வேடர்
6456,weterr,வாட்டர்,வேடர்
6457,woutar,வாட்டர்,வாட்டர்
6458,wouter,வாட்டர்,வாட்டர்
6459,wouuter,வாட்டர்,வாட்டர்
6460,vaattara,வாட்டர்ஸ்,வாற்றா
6461,vaatters,வாட்டர்ஸ்,வாட்டர்ஸ்
6462,waters,வாட்டர்ஸ்,வாற்றிச்
6463,vaathittathu,வாதிட்டது,வாதிட்டது
6464,vaathittaar,வாதிட்டார்,வாதித்தார்
6465,vaathittu,வாதிட்டு,வாதிட்டு
6466,vaayilaagavum,வாயிலாகவும்,வாயிலவாகும்
6467,vaayilaakavum,வாயிலாகவும்,வாயிலவாகும்
6468,vaalin,வாலின்,வாலின்
6469,vaazhvathu,வாழ்வது,வாழ்வது
6470,vaalvar,வாழ்வர்,வால்வர்
6471,vaazhvar,வாழ்வர்,வாழ்வர்
6472,vaazhvilirundthu,வாழ்விலிருந்து,வாழ்விலிருந்து
6473,vaazhvilirunththu,வாழ்விலிருந்து,வாழ்ந்திலிருந்து
6474,vaazhvilirunthu,வாழ்விலிருந்து,வாழ்விலிருந்து
6475,vaalvu,வாழ்வு,வாழ்வு
6476,vaazhvu,வாழ்வு,வாழ்வு
6477,vaalvum,வாழ்வும்,வாழ்வும்
6478,vaazhvae,வாழ்வும்,வாழ்வே
6479,vaazhvum,வாழ்வும்,வாழ்வும்
6480,vaasthu,வாஸ்து,வாச்சு
6481,vigaaraigal,விகாரைகள்,விகாராய்கள்
6482,viharaigal,விகாரைகள்,வியறைகள்
6483,vikaaraigal,விகாரைகள்,விகாராய்கள்
6484,vikiraman,விக்கிரமன்,விக்கிரம்
6485,vikkiraman,விக்கிரமன்,விக்கிரம்
6486,vikraman,விக்கிரமன்,விக்ரம்
6487,vichaariththa,விசாரித்த,விசாரித்த
6488,visaariththa,விசாரித்த,விஷாரித்த
6489,vichaeshamaana,விசேஷமான,விசயமான
6490,visaeshamaana,விசேஷமான,விஷயமான
6491,vichai,விசை,விஷ்டி
6492,visai,விசை,விஷா
6493,vichaikalai,விசைகளை,விசைகளை
6494,visaigalai,விசைகளை,விசைகளை
6495,visaikalai,விசைகளை,விசைகளை
6496,visaiyin,விசையின்,விசையின்
6497,visaiyudan,விசையுடன்,விசையுடன்
6498,vinchi,விஞ்சி,வின்சி
6499,vinjchi,விஞ்சி,விஞ்சி
6500,vinchiya,விஞ்சிய,வின்சிய
6501,vinjchiya,விஞ்சிய,வின்சிய
6502,vidayanggalai,விடயங்களை,விடைஞர்கள்
6503,vidayangkalai,விடயங்களை,விடைஞர்களை
6504,vitayangkalai,விடயங்களை,விடைஞர்கள்
6505,vidayaththai,விடயத்தை,விடைத்தய்
6506,vitayaththai,விடயத்தை,விடைத்ததை
6507,vidayamaaka,விடயமாக,விடைமாக
6508,vidayanmaaga,விடயமாக,விடைநகம்
6509,vitayamaaga,விடயமாக,விடையமாக
6510,vidayam,விடயம்,விடைம்
6511,vitayam,விடயம்,விடையம்
6512,vittaal,விட்டால்,பெற்றுக்
6513,vittaen,விட்டேன்,விட்டன்
6514,vidhikka,விதிக்க,விதிக்க
6515,vithikka,விதிக்க,விதிக்க
6516,vithikkavillai,விதிக்கவில்லை,விதிக்கவில்லை
6517,vidhdhiyaa,வித்தியா,வித்தியா
6518,vidhya,வித்தியா,வித்யா
6519,viththiyaa,வித்தியா,வித்தியா
6520,viththiyaachaththil,வித்தியாசத்தில்,வித்தியாச்சிட்ட
6521,viththiyaasaththil,வித்தியாசத்தில்,வித்தியாச்செட்டு
6522,viththiyaachaththai,வித்தியாசத்தை,வித்தியாச்சைட்
6523,viththiyaasaththai,வித்தியாசத்தை,வித்தியாச்செட
6524,viththiyaachap,வித்தியாசப்,வித்தியாக
6525,viththiyaasap,வித்தியாசப்,வித்தியாகப்
6526,viththiyaaamaaga,வித்தியாசமாக,வித்தியமாக
6527,viththiyaachamaaka,வித்தியாசமாக,வித்தியாசமாக
6528,viththiyaasamaaga,வித்தியாசமாக,வித்தியமாசக்
6529,viththiyaasam,வித்தியாசம்,வித்தியாசம்
6530,vineedh,வினீத்,வினைத்
6531,vineeth,வினீத்,வினைத்
6532,vibaththin,விபத்தின்,விபத்தின்
6533,vipaththin,விபத்தின்,விபத்தின்
6534,vibaththil,விபத்தில்,விபத்தில்
6535,vipaththil,விபத்தில்,விபத்தில்
6536,vimarsiththaar,விமர்சித்தார்,விமர்சித்தார்
6537,vimarsiththullaar,விமர்சித்துள்ளார்,விமர்சில்டுதல்
6538,vimaanangalin,விமானங்களின்,விமானங்களின்
6539,vimaananggalin,விமானங்களின்,விமானங்களின்
6540,vimaanangalum,விமானங்களும்,விமானங்களும்
6541,vimaananggalum,விமானங்களும்,விமானங்களும்
6542,vimaananggal,விமானங்கள்,விமானங்கள்
6543,vimaanankal,விமானங்கள்,விமானங்கள்
6544,viyantha,வியந்த,வியந்த
6545,viyanththa,வியந்த,வியந்த
6546,viyanththu,வியந்து,வியந்து
6547,viyanthu,வியந்து,வியந்து
6548,viyaabaarigalin,வியாபாரிகளின்,வியாபாரிகளின்
6549,viyaapaarigalin,வியாபாரிகளின்,வியாபாரியங்கள்
6550,viratha,விரத,விராத
6551,virathangal,விரதங்கள்,விரத்தங்கள்
6552,virathanggal,விரதங்கள்,விரத்தங்கள்
6553,virathangkal,விரதங்கள்,விரத்தங்கள்
6554,viradham,விரதம்,விராதம்
6555,viratham,விரதம்,விரதம்
6556,virivaaga,விரிவாக,விரிவாக
6557,virivaagath,விரிவாகத்,விரிவாதக்
6558,virivuraigal,விரிவுரைகள்,விரிப்பிகளாக
6559,virumbaatha,விரும்பாத,விரும்பாத
6560,virumbaathu,விரும்பாது,விரும்பாது
6561,virpathu,விற்பது,விற்பது
6562,vitrtrathu,விற்றது,விற்றது
6563,vittradhu,விற்றது,விற்றது
6564,vittrathu,விற்றது,விற்றது
6565,vitrtral,விற்றல்,விற்றல்
6566,vittral,விற்றல்,விற்றல்
6567,vitrtraar,விற்றார்,விற்றர்
6568,vittraar,விற்றார்,விற்றார்
6569,viliam,வில்லியம்,விலிமா
6570,viliiam,வில்லியம்,விலியம்
6571,viliyam,வில்லியம்,விலியம்
6572,villiam,வில்லியம்,வில்லிமா
6573,villiyam,வில்லியம்,வில்லியம்
6574,wiliam,வில்லியம்,விலிமா
6575,wiliiam,வில்லியம்,விலியம்
6576,wiliyam,வில்லியம்,விலியம்
6577,william,வில்லியம்,வில்லிமா
6578,villiams,வில்லியம்ஸ்,வில்லிமேஷ்
6579,villiyams,வில்லியம்ஸ்,வில்லியம்
6580,wiliams,வில்லியம்ஸ்,விலிசம்
6581,williams,வில்லியம்ஸ்,வில்லிமேஷ்
6582,villaigal,வில்லைகள்,வில்லைகள்
6583,villaikal,வில்லைகள்,வில்லைகள்
6584,villaiyum,வில்லையும்,வில்லையும்
6585,vilaadimir,விளாடிமிர்,விலாடிரியம்
6586,viladimir,விளாடிமிர்,விளைத்திரம்
6587,vlaadimir,விளாடிமிர்,வல்லாயிரும்
6588,vlademar,விளாடிமிர்,விளேறவர்
6589,vlademer,விளாடிமிர்,விட்லாமீர்
6590,vladimir,விளாடிமிர்,விட்டாரி
6591,vladimirr,விளாடிமிர்,விட்டாரி
6592,vladymyr,விளாடிமிர்,விட்டாரியர்
6593,wlademer,விளாடிமிர்,விளேறிம்
6594,wladimir,விளாடிமிர்,விட்டாரி
6595,wladimirr,விளாடிமிர்,விட்டாரிங்
6596,wladymyr,விளாடிமிர்,விட்டாரி
6597,vilimbugal,விளிம்புகள்,விலிம்புகள்
6598,vilimbukal,விளிம்புகள்,விலிம்புகள்
6599,vilimpugal,விளிம்புகள்,விளிம்புகள்
6600,vilimpukal,விளிம்புகள்,விளிம்புகள்
6601,vilaiyaada,விளையாட,விளையாட
6602,vilaiyaadappadum,விளையாடப்படும்,விளையாடப்படும்
6603,vilaiyaadavillai,விளையாடவில்லை,விளையாட்டைந்து
6604,vilaiyaadudhal,விளையாடுதல்,விளையாடுதல்
6605,vilaiyaaduthal,விளையாடுதல்,விளையாடுதல்
6606,vilaiyaattaagavum,விளையாட்டாகவும்,விளையடைவாகு
6607,vilaiyaattaakavum,விளையாட்டாகவும்,விளையடைவாகு
6608,villupuram,விழுப்புரம்,வில்லுப்பிறம்
6609,viluppuram,விழுப்புரம்,விழுப்புறம்
6610,vilupuram,விழுப்புரம்,விழுப்புமர்
6611,vizhuppuram,விழுப்புரம்,விழுப்புறம்
6612,vivariththaar,விவரித்தார்,விவரித்தார்
6613,vivariththullaar,விவரித்துள்ளார்,விவரிலிருத்தே
6614,vishaagaa,விஷாகா,விஷாக
6615,vishaakaa,விஷாகா,விஷாக
6616,vishaka,விஷாகா,விஷாக
6617,veesappatta,வீசப்பட்ட,விஜபெட்டப்
6618,veechith,வீசித்,விச்சிப்
6619,veesith,வீசித்,விஷிவ்
6620,veechina,வீசின,வீசின
6621,veesina,வீசின,வெசின்
6622,veechuthal,வீசுதல்,வீசுதல்
6623,veesuthal,வீசுதல்,வீசுதல்
6624,veechuvatharku,வீசுவதற்கு,வீக்கத்துமால்
6625,veesuvatharku,வீசுவதற்கு,விஜைவுக்கப்
6626,veetirkuch,வீட்டிற்குச்,வீட்டிருச்சு
6627,veettirguch,வீட்டிற்குச்,வீட்டிற்குச்
6628,veettirkuch,வீட்டிற்குச்,வீட்டிறுச்சு
6629,veettilae,வீட்டிலே,வீட்டிலே
6630,veeraraaga,வீரராக,வீரராக
6631,veeraraaka,வீரராக,வீரராக
