,inputs,targets,predictions
5986,microsaaft,மைக்ரோசாப்ட்,மிக்ரஸ்கத்
5987,microsoft,மைக்ரோசாப்ட்,மிக்சோரிப்
5988,microsoftt,மைக்ரோசாப்ட்,மிக்ரஸ்பாட்
5989,microsopht,மைக்ரோசாப்ட்,மிகோரோப்
5990,microsophtt,மைக்ரோசாப்ட்,மிக்கோசப்
5991,microvsoft,மைக்ரோசாப்ட்,மிக்கோஸ்டோப்
5992,microwsoft,மைக்ரோசாப்ட்,மிக்ரஸ்திப்
5993,microwsopht,மைக்ரோசாப்ட்,மிக்கோஸ்பித்
5994,maiyamaaga,மையமாக,மையமாக
5995,maiyamaaka,மையமாக,மையமாக
5996,myyamaaka,மையமாக,மியமாக
5997,maiyamaagak,மையமாகக்,மையமாகக்
5998,maiyamaakak,மையமாகக்,மையமாகக்
5999,myyamaakak,மையமாகக்,மியமாகக்
6000,maiyamaagavum,மையமாகவும்,மையமாகவும்
6001,maiyamaakavum,மையமாகவும்,மையமாகவும்
6002,myyamaakavum,மையமாகவும்,மியமாகவும்
6003,mochchai,மொச்சை,மொச்சை
6004,moraaccoa,மொராக்கோ,மொறாக்கோ
6005,moraakkao,மொராக்கோ,மொறாக்கோ
6006,moraakkoa,மொராக்கோ,மொறாக்கோ
6007,morocco,மொராக்கோ,மொரோக்கோ
6008,moasae,மோசே,மோசே
6009,mosae,மோசே,மோசி
6010,yaabbilakkanam,யாப்பிலக்கணம்,யாப்பிலக்கணம்
6011,yaappilakkanam,யாப்பிலக்கணம்,யாக்பிலக்கணம்
6012,yaaraavathu,யாராவது,யாராவது
6013,yaaridamum,யாரிடமும்,யாரிடமும்
6014,yaaritamum,யாரிடமும்,யாரிடமும்
6015,yaaridam,யாரிடம்,யாரிடம்
6016,yaaritam,யாரிடம்,யாரிடம்
6017,yaaaraenum,யாரேனும்,யாரேணும்
6018,yaaraenum,யாரேனும்,யாரேணும்
6019,unesco,யுனெஸ்கோ,உனச்சோ
6020,yunesco,யுனெஸ்கோ,யுனேஸ்கோ
6021,yuneskoa,யுனெஸ்கோ,ஐஸ்கிஸ்கோ
6022,unescovin,யுனெஸ்கோவின்,உணச்சோவின்
6023,yunescoovin,யுனெஸ்கோவின்,ஐுனேசுஸ்
6024,yuneskoavin,யுனெஸ்கோவின்,ஐுனெக்கோவின்
6025,iooe,யூ,யூ
6026,iue,யூ,யூ
6027,iuee,யூ,யூ
6028,yooe,யூ,யூ
6029,yue,யூ,யூ
6030,yuee,யூ,யு
6031,yuii,யூ,யு
6032,yuu,யூ,யூ
6033,yuue,யூ,யூ
6034,yuuee,யூ,யூ
6035,yooth,யூத்,யூத்
6036,youth,யூத்,யூத்
6037,ioore,யூரி,யூரி
6038,iuri,யூரி,யூரி
6039,uree,யூரி,உறி
6040,urii,யூரி,ஊரி
6041,uuree,யூரி,ஊரி
6042,yoore,யூரி,யூரி
6043,yoori,யூரி,யூரி
6044,youri,யூரி,யூரி
6045,yure,யூரி,யூர்
6046,yuri,யூரி,யூரி
6047,yuuri,யூரி,யூரி
6048,uric,யூரிக்,ஊரிக்
6049,yoorik,யூரிக்,யூரிக்
6050,yourik,யூரிக்,யூரிக்
6051,yellaam,யெல்லாம்,எல்லாம்
6052,yoagaththin,யோகத்தின்,யோகத்தின்
6053,yoakaththin,யோகத்தின்,யோகத்தின்
6054,yookaththin,யோகத்தின்,யூகத்தின்
6055,yoagan,யோகன்,யோகன்
6056,yoakan,யோகன்,யோகன்
6057,yogan,யோகன்,யுகன்
6058,yookan,யோகன்,யுகன்
6059,yoagam,யோகம்,யோகம்
6060,yoakam,யோகம்,யோகம்
6061,yogam,யோகம்,யோகம்
6062,yookam,யோகம்,யூகம்
6063,yoakkiyamaana,யோக்கியமான,யோக்கியமான
6064,yokkiyamaana,யோக்கியமான,யூக்கியாமன
6065,yookkiyamaana,யோக்கியமான,யூக்கியமான
6066,yoasanaigal,யோசனைகள்,யோசனைகள்
6067,yoasanaikal,யோசனைகள்,யோசனைகள்
6068,yoosanaikal,யோசனைகள்,யோசனைகள்
6069,yoasanaikku,யோசனைக்கு,யோசநைக்கு
6070,yoosanaikku,யோசனைக்கு,யோசனைக்கு
6071,rasa,ரச,தங்க
6072,railgal,ரயில்கள்,ரயில்கள்
6073,railhal,ரயில்கள்,கெள்ள
6074,railkal,ரயில்கள்,ரயில்கள்
6075,raiylgal,ரயில்கள்,ரயில்கள்
6076,raiylhal,ரயில்கள்,ரயிலாள்
6077,raiylkal,ரயில்கள்,ரயில்கள்
6078,rayilgal,ரயில்கள்,ரயில்கள்
6079,rayilkal,ரயில்கள்,ரயில்கள்
6080,rashyan,ரஷ்யன்,ரஷியன்
6081,rassian,ரஷ்யன்,ரஷியன்
6082,russian,ரஷ்யன்,ரஷியன்
6083,ragman,ரஹ்மான்,ரகமன்
6084,rahmaan,ரஹ்மான்,இராம்சான்
6085,rahman,ரஹ்மான்,இராமன்
6086,rehhman,ரஹ்மான்,ரேஷன்
6087,rehmaan,ரஹ்மான்,ரேமான்
6088,rehman,ரஹ்மான்,ரீமன்
6089,rehmann,ரஹ்மான்,ரேமன்
6090,raajaraajanin,ராஜராஜனின்,இராஜராஜனின்
6091,rajarajanin,ராஜராஜனின்,இராஜராஜனின்
6092,raajaraajan,ராஜராஜன்,இராஜராஜன்
6093,rajarajan,ராஜராஜன்,இராஜராஜன்
6094,raanuva,ராணுவ,இராணுவ
6095,raanuvath,ராணுவத்,இராணுவத்
6096,raanuvaththirku,ராணுவத்திற்கு,இராணுவத்திற்கு
6097,raanuvaththil,ராணுவத்தில்,இராணுவத்தில்
6098,raanuvaththai,ராணுவத்தை,இராணுவத்தை
6099,raamachchanthiran,ராமச்சந்திரன்,இராமச்சந்திரன்
6100,ramachandran,ராமச்சந்திரன்,இராமச்சந்திரன்
6101,ramachchandiran,ராமச்சந்திரன்,இராமச்சந்திரன்
6102,ramachchandran,ராமச்சந்திரன்,இராமச்சந்திரன்
6103,raam,ராமா,இராம்
6104,raamaa,ராமா,இராமா
6105,ram,ராமா,இராம்
6106,rama,ராமா,இராமா
6107,raamaayanam,ராமாயணம்,இராமாயணம்
6108,raamayanam,ராமாயணம்,இராமாயணம்
6109,ramayanam,ராமாயணம்,இராமாயணம்
6110,ring,ரிங்க்,ரிங்
6111,ringk,ரிங்க்,ரிங்
6112,rink,ரிங்க்,ரிங்
6113,rings,ரிங்ஸ்,ரிங்ஸ்
6114,reserve,ரிசர்வ்,ரிசர்வே
6115,risarv,ரிசர்வ்,ரிசர்வர்
6116,reeshi,ரிஷி,ரேசி
6117,reesi,ரிஷி,ரிசி
6118,reesii,ரிஷி,ரிசி
6119,reshii,ரிஷி,ரிஷி
6120,resii,ரிஷி,ரிசி
6121,riishi,ரிஷி,ரிச்சி
6122,riisi,ரிஷி,ரிசி
6123,riisii,ரிஷி,ரிசி
6124,rishi,ரிஷி,ரிச்சி
6125,rishii,ரிஷி,ரிச்சி
6126,risi,ரிஷி,ரிசி
6127,risii,ரிஷி,ரிசி
6128,rishigal,ரிஷிகள்,ரிசிகள்
6129,rishikal,ரிஷிகள்,ரிசிகல்
6130,reethiyilum,ரீதியிலும்,ரீதியிலும்
6131,reethiyil,ரீதியில்,ரீதியில்
6132,roopavaahini,ரூபவாஹினி,ரூபவாணி
6133,roopavahini,ரூபவாஹினி,ரூபவரிணி
6134,rupavahini,ரூபவாஹினி,ருபவவினி
6135,rupavauhini,ரூபவாஹினி,ருபவுமின்
6136,racklaa,ரேக்ளா,ராக்கலா
6137,raeklaa,ரேக்ளா,ரேகாலா
6138,rekla,ரேக்ளா,ரேகா
6139,raench,ரேஞ்ச்,ரெஞ்சன்
6140,raenjch,ரேஞ்ச்,ரெஞ்ச
6141,radaar,ரேடார்,ராடார்
6142,radar,ரேடார்,ராதர்
6143,radarr,ரேடார்,டாரார்
6144,raedaar,ரேடார்,ரேடார்
6145,redar,ரேடார்,ராட்டர்
6146,reedar,ரேடார்,ரீடர்
6147,raendam,ரேண்டம்,ரேண்டம்
6148,raentam,ரேண்டம்,ரேண்டம்
6149,random,ரேண்டம்,ராண்டோம்
6150,rendaam,ரேண்டம்,ரெந்தாம்
6151,raaend,ரேண்ட்,ரீண்ட்
6152,raand,ரேண்ட்,ராண்ட்
6153,rand,ரேண்ட்,ராண்ட்
6154,reend,ரேண்ட்,ரீண்ட்
6155,rend,ரேண்ட்,ரீண்ட்
6156,roadu,ரோடு,ரொடு
6157,roam,ரோம்,ரோம்
6158,rome,ரோம்,ரோம்
6159,roavar,ரோவர்,ரோவர்
6160,roaver,ரோவர்,ரோவர்
6161,roawer,ரோவர்,ரோவர்
6162,rooaver,ரோவர்,ரோவர்
6163,roovar,ரோவர்,ரூவர்
6164,roover,ரோவர்,ரோவர்
6165,roower,ரோவர்,ரூவர்
6166,rovar,ரோவர்,ரவர்
6167,rover,ரோவர்,ரவர்
6168,rowar,ரோவர்,ரோவர்
6169,rower,ரோவர்,ரவர்
6170,lachith,லசித்,இலைத்
6171,lacith,லசித்,லகித்
6172,lasith,லசித்,லசித்
6173,latchanam,லட்சணம்,லட்சனம்
6174,lakchhami,லட்சுமி,இலக்சமி
6175,lakshmee,லட்சுமி,இலஞ்சி
6176,lakshmi,லட்சுமி,சீதா
6177,laksmee,லட்சுமி,லாக்மீ
6178,laksmii,லட்சுமி,லக்சி
6179,laqchhami,லட்சுமி,இலைசம்
6180,laqsmee,லட்சுமி,லாக்சி
6181,laqsmi,லட்சுமி,லாக்சி
6182,lakshimiyin,லட்சுமியின்,ஜாக்சிமியின்
6183,lakshumiyin,லட்சுமியின்,லாக்சுமியின்
6184,latchumiyin,லட்சுமியின்,நாட்சுமியின்
6185,latsumiyin,லட்சுமியின்,நாதுசியின்
6186,laddu,லட்டு,குடு
6187,lattu,லட்டு,குட்டு
6188,landanil,லண்டனில்,லண்டனில்
6189,londonil,லண்டனில்,லண்டனில்
6190,laththeen,லத்தீன்,முத்தீன்
6191,latiin,லத்தீன்,லாடீன்
6192,latiina,லத்தீன்,லடீனா
6193,latin,லத்தீன்,லாத்திங்
6194,lattiin,லத்தீன்,லாட்டின்
6195,letan,லத்தீன்,லீட்டன்
6196,leten,லத்தீன்,லிட்டன்
6197,letiin,லத்தீன்,லெட்டிங்
6198,letin,லத்தீன்,லெட்டிங்
6199,lalithaa,லலிதா,லலிதா
6200,laagic,லாஜிக்,லாக்கி
6201,laajic,லாஜிக்,லாகிக்
6202,logic,லாஜிக்,லாக்சி
6203,laabaththai,லாபத்தை,இலாபத்தை
6204,laapaththai,லாபத்தை,இலாபத்தை
6205,linda,லிண்டா,லிண்ட
6206,lindaa,லிண்டா,லிண்டா
6207,linaks,லினக்ஸ்,லினாக்ஸ்
6208,linux,லினக்ஸ்,லினிக்
6209,livarpool,லிவர்பூல்,இழவப்பூல்
6210,livarpuul,லிவர்பூல்,இழவப்பூல்
6211,liverpool,லிவர்பூல்,இழவிப்போல்
6212,liverpul,லிவர்பூல்,இழவிருப்புள்
6213,liwerpool,லிவர்பூல்,இல்வெர்போல்
6214,leaguein,லீக்கின்,லிக்கியின்
6215,leakin,லீக்கின்,லிக்கிங்
6216,leakkin,லீக்கின்,லிக்கின்
6217,leekin,லீக்கின்,லீகன்
6218,loodhana,லூதியானா,லூதன
6219,loodhiaanaa,லூதியானா,லூதியானா
6220,loodhiana,லூதியானா,லூதியான
6221,ludhana,லூதியானா,லூதன
6222,ludheeana,லூதியானா,லூதியான
6223,ludheena,லூதியானா,லூத்தின
6224,ludhiaanaa,லூதியானா,லூதியானா
6225,ludhiana,லூதியானா,லூதன
6226,ludhiiana,லூதியானா,லூதியன
6227,luudheeana,லூதியானா,லூதியான
6228,luudhiana,லூதியானா,லூதியான
6229,luutiyana,லூதியானா,லூடியான
6230,lakshmi,லெட்சுமி,சீதா
6231,letchumi,லெட்சுமி,லெட்டாமி
6232,letshumi,லெட்சுமி,லெட்டாசி
6233,laechana,லேசான,லேசன
6234,laesaana,லேசான,இலேசான
6235,laenaa,லேனா,லீனா
6236,laneaa,லேனா,லானா
6237,loagiyaa,லோகியா,லோகியா
6238,loakiyaa,லோகியா,லோகியா
6239,vaguththa,வகுத்த,வகுத்த
6240,vakuththa,வகுத்த,வகுத்த
6241,vaguththadhu,வகுத்தது,வகுத்தது
6242,vaguththathu,வகுத்தது,வகுத்தது
6243,vakuththathu,வகுத்தது,வகுத்தது
6244,vaguththal,வகுத்தல்,வகுத்தல்
6245,vakuththal,வகுத்தல்,வகுத்தல்
6246,vaguththaar,வகுத்தார்,வகுத்தார்
6247,vakuththaar,வகுத்தார்,வகுத்தார்
6248,vaguththaal,வகுத்தால்,வகுத்தால்
6249,vakuththaal,வகுத்தால்,வகுத்தால்
6250,vakkeel,வக்கீல்,வக்கீல்
6251,vangadhaesaththin,வங்கதேசத்தின்,வங்கதேசத்தின்
6252,vangathaesaththin,வங்கதேசத்தின்,வங்கதேசத்தின்
6253,vangkadhaesaththin,வங்கதேசத்தின்,வங்கதேசத்தின்
6254,vangadhaesam,வங்கதேசம்,வங்கதேசம்
6255,vangathaesam,வங்கதேசம்,வங்கதேசம்
6256,vangkadhaesam,வங்கதேசம்,வங்கதேசம்
6257,vasiththanar,வசித்தனர்,வசித்தனர்
6258,vanchi,வஞ்சி,வான்சி
6259,vanji,வஞ்சி,வஞ்சி
6260,vansi,வஞ்சி,வான்சி
6261,vadanaattil,வடநாட்டில்,வடநாட்டில்
6262,vadapuram,வடபுறம்,வடபுரம்
6263,vadamaerkil,வடமேற்கில்,வடமேற்கில்
6264,vatamaerkil,வடமேற்கில்,வடமேற்கில்
6265,vadikaal,வடிகால்,வடிகால்
6266,vadikal,வடிகால்,வடிகள்
6267,vadikkappatta,வடிக்கப்பட்ட,வடிக்கப்பட்ட
6268,vadikkappattathu,வடிக்கப்பட்ட,வடிக்கப்பட்டது
6269,vattiyai,வட்டியை,வட்டியை
6270,vanigarkalin,வணிகர்களின்,வணிகர்களின்
6271,vanikarkalin,வணிகர்களின்,வனிகர்களின்
6272,vanigarkalum,வணிகர்களும்,வணிகர்களும்
6273,vanikarkalum,வணிகர்களும்,வணிகர்களும்
6274,vanigargal,வணிகர்கள்,வணிகர்கள்
6275,vanigarkal,வணிகர்கள்,வணிகர்கள்
6276,vanikarkal,வணிகர்கள்,வணிகர்கள்
6277,vadham,வதம்,வதம்
6278,vatham,வதம்,வதம்
6279,wadham,வதம்,வதம்
6280,watham,வதம்,வதம்
6281,vandhanar,வந்தனர்,வந்தனர்
6282,vanthanar,வந்தனர்,ஓடி
6283,vanththanar,வந்தனர்,வந்தனர்
6284,vanthiyathevan,வந்தியத்தேவன்,வந்தியதேவன்
6285,vanthiyaththaevan,வந்தியத்தேவன்,வந்தியத்தவன்
6286,vanthiyaththevan,வந்தியத்தேவன்,வந்தியத்திவன்
6287,vanpunarvu,வன்புணர்வு,வன்புனர்வு
6288,vamsaththil,வம்சத்தில்,வம்சத்தில்
6289,vamsaththai,வம்சத்தை,வம்சத்தை
6290,vayathin,வயதின்,வயதின்
6291,varadhan,வரதன்,வராடன்
6292,varathan,வரதன்,வராதன்
6293,varadham,வரதம்,வராதம்
6294,varatham,வரதம்,வரதம்
6295,varappoagum,வரப்போகும்,வரப்போகும்
6296,varappoakum,வரப்போகும்,வரப்போகும்
6297,varalaam,வரலாம்,வரலாம்
6298,varalaattruch,வரலாற்றுச்,வரலாற்றுச்
6299,varalaattruth,வரலாற்றுத்,வரலாற்றுத்
6300,varavaal,வரவால்,வரவால்
6301,varavirukkum,வரவிருக்கும்,வரவிறுக்கும்
6302,varaaga,வராக,வராக
6303,varaaka,வராக,வராக
6304,varaga,வராக,வரக
6305,vari,வரி,வரி
6306,varigalai,வரிகளை,வரிகளை
6307,varikalai,வரிகளை,வரிகளை
6308,varigal,வரிகள்,வரிகள்
6309,varikal,வரிகள்,வரிகள்
6310,variyil,வரியில்,வரியில்
6311,variyai,வரியை,வரியை
6312,varudi,வருடி,வருடி
6313,varuvaai,வருவாய்,வருவாய்
6314,varuvaay,வருவாய்,வருவாய்
6315,varuvaaith,வருவாய்த்,வருவாய்த்
6316,varuvaayth,வருவாய்த்,வருவாய்த்
6317,varuvaith,வருவாய்த்,வருவைத்
6318,vruvaayth,வருவாய்த்,விருவாய்த்
6319,varaikooda,வரைகூட,வரைகோட
6320,varaikoodaa,வரைகூட,வரைகோடா
6321,valasai,வலசை,வளசை
6322,valimaiyaana,வலிமையான,வளிமையான
6323,vallarasu,வல்லரசு,வல்லரசு
6324,valaththaiyum,வளத்தையும்,வலத்தையும்
6325,valaigutaa,வளைகுடா,வளைகுடா
6326,valaikudaa,வளைகுடா,வளைகுடா
6327,valaikutaa,வளைகுடா,வளைகுடா
6328,valaigutaavil,வளைகுடாவில்,வலைபுடாவில்
6329,valaikudaavil,வளைகுடாவில்,வலைகுடாவில்
6330,valaikutaavil,வளைகுடாவில்,வலைகுடாவில்
6331,valakku,வழக்கு,வழக்கு
6332,vazhakku,வழக்கு,வழக்கு
6333,vicarikka,வழக்கு,விசரிக்க
6334,visaarikka,வழக்கு,விசாரிக்க
6335,visarikka,வழக்கு,விசரிக்க
6336,valakkugalil,வழக்குகளில்,வழக்குகளில்
6337,valakkukalil,வழக்குகளில்,வழக்குகளில்
6338,vazhakkukalil,வழக்குகளில்,வழக்குகளில்
6339,valakkugalukku,வழக்குகளுக்கு,வழக்குகளுக்கு
6340,valakkukalukku,வழக்குகளுக்கு,வழக்குகளுக்கு
6341,vazhakkukalukku,வழக்குகளுக்கு,வழக்குகளுக்கு
6342,valakkugalum,வழக்குகளும்,வழக்குகளும்
6343,valakkukalum,வழக்குகளும்,வழக்குகளும்
6344,vazhakkukalum,வழக்குகளும்,வழக்குகளும்
6345,valakkugalaiyum,வழக்குகளையும்,வழக்குகளையும்
6346,valakkukalaiyum,வழக்குகளையும்,வழக்குகளையும்
6347,vazhakkukalaiyum,வழக்குகளையும்,வழக்குகளையும்
6348,valakkup,வழக்குப்,வழக்குப்
6349,vazhakkup,வழக்குப்,வழக்குப்
6350,valakkurai,வழக்குரை,வழக்குறை
6351,vazhakkurai,வழக்குரை,வழக்குறை
6352,valangappadaamal,வழங்கப்படாமல்,வழங்கப்படாமல்
6353,vazhangappadaamal,வழங்கப்படாமல்,வழங்கப்படாமல்
6354,vazhanggappadaamal,வழங்கப்படாமல்,வழங்கப்படாமல்
6355,valangappaduvathu,வழங்கப்படுவது,வழங்கப்படுவது
6356,valangkappaduvathu,வழங்கப்படுவது,வழங்கப்படுவது
6357,vazhanggappaduvathu,வழங்கப்படுவது,வழங்கப்படுவது
6358,vazhangkappaduvathu,வழங்கப்படுவது,வழங்கப்படுவது
6359,valangal,வழங்கள்,வளங்கள்
6360,valangkal,வழங்கள்,வளங்கள்
6361,vazhangkal,வழங்கள்,வழங்கள்
6362,valangkunar,வழங்குநர்,வழங்குநர்
6363,valankunar,வழங்குநர்,வழங்குநர்
6364,vazhanggunar,வழங்குநர்,வழங்குநர்
6365,vazhangkunar,வழங்குநர்,வழங்குநர்
6366,vazhankunar,வழங்குநர்,வழங்குநர்
6367,valangkuvathutan,வழங்குவதுடன்,வழங்குவதுடன்
6368,valanguvathudan,வழங்குவதுடன்,வழங்குவதுடன்
6369,vazhangkuvathudan,வழங்குவதுடன்,வழங்குவதுடன்
6370,vazhanguvathudan,வழங்குவதுடன்,வழங்குவதுடன்
6371,valangkuvathai,வழங்குவதை,வழங்குவதை
6372,valanguvathai,வழங்குவதை,வழங்குவதை
6373,vazhangkuvathai,வழங்குவதை,வழங்குவதை
6374,vazhanguvathai,வழங்குவதை,வழங்குவதை
6375,valigaattu,வழிகாட்டு,வழிகாட்டு
6376,valikaattu,வழிகாட்டு,வழிகாட்டு
6377,vazhigaattu,வழிகாட்டு,வழிகாட்டு
6378,vazhikaattu,வழிகாட்டு,வழிகாட்டு
6379,valikaattum,வழிகாட்டும்,வழிகாட்டும்
6380,vazhigaattum,வழிகாட்டும்,வழிகாட்டும்
6381,vazhikaattum,வழிகாட்டும்,வழிகாட்டும்
6382,valiththoanral,வழித்தோன்றல்,வழித்தொன்றல்
6383,vazhiththoantral,வழித்தோன்றல்,வழித்தொன்றல்
6384,valiththoanralkal,வழித்தோன்றல்கள்,வழித்தொன்றல்கள்
6385,vazhithoantralgal,வழித்தோன்றல்கள்,வழிதான்றல்கள்
6386,vazhiththoantralgal,வழித்தோன்றல்கள்,வழித்தொன்றல்கள்
6387,valinadaththi,வழிநடத்தி,வளிநாடத்தில்
6388,vazhinadaththi,வழிநடத்தி,வழிநாடத்தி
6389,valinadaththinaar,வழிநடத்தினார்,வளிநாட்டினார்
6390,vazhinadaththinaar,வழிநடத்தினார்,வழிநடத்தினார்
6391,valinadaththum,வழிநடத்தும்,வளிநாட்டும்
6392,vazhinadaththum,வழிநடத்தும்,வழிநடத்தும்
6393,valukku,வழுக்கு,வலுக்கு
6394,vazhukku,வழுக்கு,வழிக்கு
6395,vavuniya,வவுனியா,வவுநிய
6396,vavuniyaa,வவுனியா,வவுநியா
6397,vaagananggalin,வாகனங்களின்,வாகனங்களின்
6398,vaaganangkalin,வாகனங்களின்,வாகனங்களின்
6399,vaakanangkalin,வாகனங்களின்,வாகனங்களின்
6400,vaagananggalukku,வாகனங்களுக்கு,வாகனங்களுக்கு
6401,vaaganangkalukku,வாகனங்களுக்கு,வாகனங்களுக்கு
6402,vaakanangkalukku,வாகனங்களுக்கு,வாகனங்களுக்கு
6403,vaaganagkalaik,வாகனங்களைக்,வாகனக்களைக்
6404,vaagananggalaik,வாகனங்களைக்,வாகநங்களைக்
6405,vaakanangkalaik,வாகனங்களைக்,வாகனங்களைக்
6406,vaagananggalaiyum,வாகனங்களையும்,வாகனங்களையும்
6407,vaaganangkalaiyum,வாகனங்களையும்,வாகனங்களையும்
6408,vaakanangkalaiyum,வாகனங்களையும்,வாகனங்களையும்
6409,vaaganaththai,வாகனத்தை,வாகனத்தை
6410,vaakanaththai,வாகனத்தை,வாகனத்தை
6411,vaaganamaaga,வாகனமாக,வாகனமாக
6412,vaaganamaga,வாகனமாக,வாகனமக
6413,vaaganamaka,வாகனமாக,வாகனமக
6414,vaakanamaaka,வாகனமாக,வாகனமாக
6415,vaakanamaga,வாகனமாக,வாகனமக
6416,vaakanamaka,வாகனமாக,வாகனமக
6417,vaaganam,வாகனம்,வாகனம்
6418,vaakanam,வாகனம்,வாகனம்
6419,paesalaam,வாங்க,பேசலாம்
6420,pecalam,வாங்க,பேகலாம்
6421,pesalaam,வாங்க,பேசலாம்
6422,vaangappadum,வாங்கப்படும்,வாங்கப்படும்
6423,vaanggappadum,வாங்கப்படும்,வாங்கப்படும்
6424,vaangkappadum,வாங்கப்படும்,வாங்கப்படும்
6425,vaangappattu,வாங்கப்பட்டு,வாங்கப்பட்டு
6426,vaanggappattu,வாங்கப்பட்டு,வாங்கப்பட்டு
6427,vaangkappattu,வாங்கப்பட்டு,வாங்கப்பட்டு
6428,vaangavum,வாங்கவும்,வாங்கவும்
6429,vaanggavum,வாங்கவும்,வாங்கவும்
6430,vaangguthal,வாங்குதல்,வாங்குதல்
6431,vaangkuthal,வாங்குதல்,வாங்குதல்
6432,boadhum,வாங்கும்,போதும்
6433,poadhum,வாங்கும்,போதும்
6434,poathum,வாங்கும்,போதும்
6435,vaanggum,வாங்கும்,வாங்கும்
6436,vaangkum,வாங்கும்,வாங்கும்
6437,vaangum,வாங்கும்,வாங்கும்
6438,vaasippathil,வாசிப்பதில்,வாசிப்பதில்
6439,vaasippathu,வாசிப்பது,வாசிப்பது
6440,vaasippavar,வாசிப்பவர்,வாசிப்பவர்
6441,vaadiya,வாடிய,வாடிய
6442,vaater,வாட்டர்,வாடர்
6443,vatar,வாட்டர்,வேடர்
6444,vater,வாட்டர்,வேடர்
6445,vaterr,வாட்டர்,வேடர்
6446,veter,வாட்டர்,வீட்டர்
6447,vouter,வாட்டர்,வுடர்
6448,waatar,வாட்டர்,வாடர்
6449,waater,வாட்டர்,வாடர்
6450,waeter,வாட்டர்,வேட்டர்
6451,watar,வாட்டர்,வேடர்
6452,watarr,வாட்டர்,வேடர்
6453,water,வாட்டர்,வேடர்
6454,waterr,வாட்டர்,வேடர்
6455,weter,வாட்டர்,வீட்டர்
6456,weterr,வாட்டர்,வீட்டர்
6457,woutar,வாட்டர்,வுடர்
6458,wouter,வாட்டர்,வுடர்
6459,wouuter,வாட்டர்,வுடர்
6460,vaattara,வாட்டர்ஸ்,வாட்டர
6461,vaatters,வாட்டர்ஸ்,வாட்டர்ஸ்
6462,waters,வாட்டர்ஸ்,வேடர்ஸ்
6463,vaathittathu,வாதிட்டது,வாதிட்டது
6464,vaathittaar,வாதிட்டார்,வாதிட்டார்
6465,vaathittu,வாதிட்டு,வாதிட்டு
6466,vaayilaagavum,வாயிலாகவும்,வாயிலாகவும்
6467,vaayilaakavum,வாயிலாகவும்,வாயிலாகவும்
6468,vaalin,வாலின்,வாழின்
6469,vaazhvathu,வாழ்வது,வாழ்வது
6470,vaalvar,வாழ்வர்,வாழ்வர்
6471,vaazhvar,வாழ்வர்,வாழ்வர்
6472,vaazhvilirundthu,வாழ்விலிருந்து,வாழ்விலிருந்து
6473,vaazhvilirunththu,வாழ்விலிருந்து,வாழ்விலிருந்து
6474,vaazhvilirunthu,வாழ்விலிருந்து,வாழ்விலிருந்து
6475,vaalvu,வாழ்வு,வாழ்வு
6476,vaazhvu,வாழ்வு,வாழ்வு
6477,vaalvum,வாழ்வும்,வாழ்வும்
6478,vaazhvae,வாழ்வும்,வாழ்வே
6479,vaazhvum,வாழ்வும்,வாழ்வும்
6480,vaasthu,வாஸ்து,வாஸ்து
6481,vigaaraigal,விகாரைகள்,விகாரைகள்
6482,viharaigal,விகாரைகள்,விகாரிகள்
6483,vikaaraigal,விகாரைகள்,விகாரைகள்
6484,vikiraman,விக்கிரமன்,விக்கிரமன்
6485,vikkiraman,விக்கிரமன்,விக்கிரமன்
6486,vikraman,விக்கிரமன்,விக்ரமன்
6487,vichaariththa,விசாரித்த,விசாரித்த
6488,visaariththa,விசாரித்த,விசாரித்த
6489,vichaeshamaana,விசேஷமான,விஷேஷமான
6490,visaeshamaana,விசேஷமான,விசேசமான
6491,vichai,விசை,விஷை
6492,visai,விசை,விஷய்
6493,vichaikalai,விசைகளை,விஷைகளை
6494,visaigalai,விசைகளை,விஷயகளை
6495,visaikalai,விசைகளை,விஷய்களை
6496,visaiyin,விசையின்,விஷயின்
6497,visaiyudan,விசையுடன்,விசயுடன்
6498,vinchi,விஞ்சி,வின்சி
6499,vinjchi,விஞ்சி,விஞ்சி
6500,vinchiya,விஞ்சிய,வின்சிய
6501,vinjchiya,விஞ்சிய,விஞ்சிய
6502,vidayanggalai,விடயங்களை,விடயங்களை
6503,vidayangkalai,விடயங்களை,விடயங்களை
6504,vitayangkalai,விடயங்களை,விடயங்களை
6505,vidayaththai,விடயத்தை,விதயத்தை
6506,vitayaththai,விடயத்தை,விதயத்தை
6507,vidayamaaka,விடயமாக,விடயமாக
6508,vidayanmaaga,விடயமாக,விடயண்மாக
6509,vitayamaaga,விடயமாக,விடயமாக
6510,vidayam,விடயம்,விடயம்
6511,vitayam,விடயம்,விடயம்
6512,vittaal,விட்டால்,வாங்கி
6513,vittaen,விட்டேன்,விட்டேன்
6514,vidhikka,விதிக்க,விதிக்க
6515,vithikka,விதிக்க,விதிக்க
6516,vithikkavillai,விதிக்கவில்லை,விதிக்கவில்லை
6517,vidhdhiyaa,வித்தியா,வித்தியா
6518,vidhya,வித்தியா,வித்யா
6519,viththiyaa,வித்தியா,வித்தியா
6520,viththiyaachaththil,வித்தியாசத்தில்,வித்தியாசத்தில்
6521,viththiyaasaththil,வித்தியாசத்தில்,வித்தியாசத்தில்
